# JMH version: 1.35
# VM version: JDK 17.0.5, OpenJDK 64-Bit Server VM, 17.0.5+0
# VM invoker: /opt/homebrew/Cellar/openjdk@17/17.0.5/libexec/openjdk.jdk/Contents/Home/bin/java
# VM options: -Xms256M -Xmx256M -Xms1G -Xmx1G -XX:+UseG1GC
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 10 iterations, 10 s each
# Measurement: 3 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: trile.ConcurrencyBenchmark.coroutine
# Parameters: (bufferSize = 128, numberEvent = 100, poolSize = 8)

# Run progress: 0.00% complete, ETA 04:20:00
# Fork: 1 of 5
# Warmup Iteration   1: 305414.249 ops/s
# Warmup Iteration   2: 306872.883 ops/s
# Warmup Iteration   3: 307790.495 ops/s
# Warmup Iteration   4: 302652.755 ops/s
# Warmup Iteration   5: 303462.184 ops/s
# Warmup Iteration   6: 302816.153 ops/s
# Warmup Iteration   7: 304607.851 ops/s
# Warmup Iteration   8: 306433.575 ops/s
# Warmup Iteration   9: 308872.547 ops/s
# Warmup Iteration  10: 309244.136 ops/s
# Warmup Iteration   8: 6.391 ops/s
# Warmup Iteration   9: 6.366 ops/s
# Warmup Iteration  10: 6.389 ops/s
Iteration   1: 6.404 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   231.274 MB/sec
                 ·gc.alloc.rate.norm:              39775469.169 B/op
                 ·gc.churn.G1_Eden_Space:          229.996 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     39555513.108 B/op
                 ·gc.churn.G1_Survivor_Space:      0.005 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 908.800 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         4.000 ms

Iteration   2: 6.409 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   231.476 MB/sec
                 ·gc.alloc.rate.norm:              39784961.354 B/op
                 ·gc.churn.G1_Eden_Space:          230.141 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     39555513.108 B/op
                 ·gc.churn.G1_Survivor_Space:      0.002 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 295.631 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         5.000 ms

Iteration   3: 6.381 ops/s
                 ·class.load:                      15451.680 classes/sec
                 ·class.load.norm:                 23.094 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   1.732 MB/sec
                 ·gc.alloc.rate.norm:              311112.625 B/op
                 ·gc.churn.G1_Eden_Space:          223.605 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     40173568.000 B/op
                 ·gc.churn.G1_Survivor_Space:      ≈ 10⁻⁴ MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 32.250 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         4.000 ms


# Run progress: 92.50% complete, ETA 00:20:51
# Fork: 2 of 5
# Warmup Iteration   1: 6.248 ops/s
# Warmup Iteration   2: 6.332 ops/s
# Warmup Iteration   3: 5.766 ops/s
# Warmup Iteration   4: 5.879 ops/s
# Warmup Iteration   5: 7.219 ops/s
# Warmup Iteration   6: 7.209 ops/s
# Warmup Iteration   7: 7.251 ops/s
# Warmup Iteration   8: 7.219 ops/s
# Warmup Iteration   9: 7.279 ops/s
# Warmup Iteration  10: 7.242 ops/s
Iteration   1: 7.254 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   247.814 MB/sec
                 ·gc.alloc.rate.norm:              37645702.356 B/op
                 ·gc.churn.G1_Eden_Space:          231.850 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     35220662.356 B/op
                 ·gc.churn.G1_Survivor_Space:      0.004 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 669.808 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         5.000 ms

Iteration   2: 7.228 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   246.875 MB/sec
                 ·gc.alloc.rate.norm:              37637037.699 B/op
                 ·gc.churn.G1_Eden_Space:          231.025 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     35220662.356 B/op
                 ·gc.churn.G1_Survivor_Space:      0.001 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 84.822 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         4.000 ms

Iteration   3: 7.212 ops/s
                 ·class.load:                      15520.823 classes/sec
                 ·class.load.norm:                 20.247 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   1.724 MB/sec
                 ·gc.alloc.rate.norm:              272785.425 B/op
                 ·gc.churn.G1_Eden_Space:          222.654 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     35220662.356 B/op
                 ·gc.churn.G1_Survivor_Space:      0.005 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 791.671 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         5.000 ms


# Run progress: 93.33% complete, ETA 00:18:31
# Fork: 3 of 5
# Warmup Iteration   1: 6.388 ops/s
# Warmup Iteration   2: 6.469 ops/s
# Warmup Iteration   3: 6.377 ops/s
# Warmup Iteration   4: 5.269 ops/s
# Warmup Iteration   5: 5.049 ops/s
# Warmup Iteration   6: 5.045 ops/s
# Warmup Iteration   7: 5.073 ops/s
# Warmup Iteration   8: 5.095 ops/s
# Warmup Iteration   9: 5.086 ops/s
# Warmup Iteration  10: 5.074 ops/s
Iteration   1: 5.079 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   220.662 MB/sec
                 ·gc.alloc.rate.norm:              47887694.118 B/op
                 ·gc.churn.G1_Eden_Space:          232.302 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     50413889.255 B/op
                 ·gc.churn.G1_Survivor_Space:      0.004 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 971.294 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         5.000 ms

Iteration   2: 5.062 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   220.530 MB/sec
                 ·gc.alloc.rate.norm:              47998297.725 B/op
                 ·gc.churn.G1_Eden_Space:          231.629 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     50413889.255 B/op
                 ·gc.churn.G1_Survivor_Space:      0.005 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 983.843 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         5.000 ms

Iteration   3: 5.075 ops/s
                 ·class.load:                      15407.860 classes/sec
                 ·class.load.norm:                 28.980 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   1.734 MB/sec
                 ·gc.alloc.rate.norm:              389926.745 B/op
                 ·gc.churn.G1_Eden_Space:          168.152 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     37810416.941 B/op
                 ·gc.churn.G1_Survivor_Space:      0.003 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 709.333 B/op
                 ·gc.count:                        3.000 counts
                 ·gc.time:                         3.000 ms


# Run progress: 94.17% complete, ETA 00:16:12
# Fork: 4 of 5
# Warmup Iteration   1: 6.822 ops/s
# Warmup Iteration   2: 6.335 ops/s
# Warmup Iteration   3: 6.057 ops/s
# Warmup Iteration   4: 5.528 ops/s
# Warmup Iteration   5: 4.877 ops/s
# Warmup Iteration   6: 4.867 ops/s
# Warmup Iteration   7: 4.891 ops/s
# Warmup Iteration   8: 4.840 ops/s
# Warmup Iteration   9: 4.840 ops/s
# Warmup Iteration  10: 4.824 ops/s
Iteration   1: 4.861 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   215.345 MB/sec
                 ·gc.alloc.rate.norm:              48815394.122 B/op
                 ·gc.churn.G1_Eden_Space:          173.605 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     39353699.265 B/op
                 ·gc.churn.G1_Survivor_Space:      0.004 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 981.878 B/op
                 ·gc.count:                        3.000 counts
                 ·gc.time:                         4.000 ms

Iteration   2: 4.869 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   215.340 MB/sec
                 ·gc.alloc.rate.norm:              48736911.184 B/op
                 ·gc.churn.G1_Eden_Space:          231.841 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     52471599.020 B/op
                 ·gc.churn.G1_Survivor_Space:      ≈ 10⁻⁴ MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 42.122 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         4.000 ms

Iteration   3: 4.854 ops/s
                 ·class.load:                      15459.673 classes/sec
                 ·class.load.norm:                 30.163 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   1.732 MB/sec
                 ·gc.alloc.rate.norm:              406320.490 B/op
                 ·gc.churn.G1_Eden_Space:          223.643 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     52471599.020 B/op
                 ·gc.churn.G1_Survivor_Space:      0.005 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 1095.184 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         5.000 ms


# Run progress: 95.00% complete, ETA 00:13:53
# Fork: 5 of 5
# Warmup Iteration   1: 6.148 ops/s
# Warmup Iteration   2: 5.956 ops/s
# Warmup Iteration   3: 5.514 ops/s
# Warmup Iteration   4: 6.512 ops/s
# Warmup Iteration   5: 7.361 ops/s
# Warmup Iteration   6: 7.356 ops/s
# Warmup Iteration   7: 7.266 ops/s
# Warmup Iteration   8: 7.312 ops/s
# Warmup Iteration   9: 7.375 ops/s
# Warmup Iteration  10: 7.330 ops/s
Iteration   1: 7.290 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   274.978 MB/sec
                 ·gc.alloc.rate.norm:              41580450.521 B/op
                 ·gc.churn.G1_Eden_Space:          232.919 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     35220662.356 B/op
                 ·gc.churn.G1_Survivor_Space:      0.005 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 706.849 B/op
                 ·gc.count:                        4.000 counts
                 ·gc.time:                         4.000 ms

Iteration   2: 7.322 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   275.698 MB/sec
                 ·gc.alloc.rate.norm:              41479734.054 B/op
                 ·gc.churn.G1_Eden_Space:          288.667 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     43430884.324 B/op
                 ·gc.churn.G1_Survivor_Space:      0.006 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 856.000 B/op
                 ·gc.count:                        5.000 counts
                 ·gc.time:                         6.000 ms

Iteration   3: 7.316 ops/s
                 ·class.load:                      15433.006 classes/sec
                 ·class.load.norm:                 19.973 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   1.737 MB/sec
                 ·gc.alloc.rate.norm:              269540.973 B/op
                 ·gc.churn.G1_Eden_Space:          279.825 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     43430884.324 B/op
                 ·gc.churn.G1_Survivor_Space:      0.003 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 529.946 B/op
                 ·gc.count:                        5.000 counts
                 ·gc.time:                         5.000 ms



Result "trile.ConcurrencyBenchmark.scope":
  6.174 ±(99.9%) 1.150 ops/s [Average]
  (min, avg, max) = (4.854, 6.174, 7.322), stdev = 1.075
  CI (99.9%): [5.025, 7.324] (assumes normal distribution)

Secondary result "trile.ConcurrencyBenchmark.scope:·class.load":
  5151.536 ±(99.9%) 8061.904 classes/sec [Average]
  (min, avg, max) = (≈ 0, 5151.536, 15520.823), stdev = 7541.110
  CI (99.9%): [≈ 0, 13213.440] (assumes normal distribution)

Secondary result "trile.ConcurrencyBenchmark.scope:·class.load.norm":
  8.164 ±(99.9%) 13.069 classes/op [Average]
  (min, avg, max) = (≈ 0, 8.164, 30.163), stdev = 12.224
  CI (99.9%): [≈ 0, 21.233] (assumes normal distribution)

Secondary result "trile.ConcurrencyBenchmark.scope:·class.unload":
  ≈ 0 classes/sec

Secondary result "trile.ConcurrencyBenchmark.scope:·class.unload.norm":
  ≈ 0 classes/op

Secondary result "trile.ConcurrencyBenchmark.scope:·gc.alloc.rate":
  159.243 ±(99.9%) 124.790 MB/sec [Average]
  (min, avg, max) = (1.724, 159.243, 275.698), stdev = 116.729
  CI (99.9%): [34.453, 284.033] (assumes normal distribution)

Secondary result "trile.ConcurrencyBenchmark.scope:·gc.alloc.rate.norm":
  28866089.237 ±(99.9%) 22687684.849 B/op [Average]
  (min, avg, max) = (269540.973, 28866089.237, 48815394.122), stdev = 21222074.486
  CI (99.9%): [6178404.388, 51553774.087] (assumes normal distribution)

Secondary result "trile.ConcurrencyBenchmark.scope:·gc.churn.G1_Eden_Space":
  228.790 ±(99.9%) 32.661 MB/sec [Average]
